order_item_id,order_id,product_id,quantity,unit_price,discount_pct,item_total,product_name,category,skin_type,mrp,cost_price,gross_margin,margin_pct,real_revenue,real_cost,real_margin,real_margin_pct,order_status,order_date,sales_channel
OI000943,O00571,P008,1,799,25,599.25,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,599.25,358,241.25,40.26,Delivered,2024-03-21,Website
OI000944,O00571,P016,1,299,25,224.25,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,224.25,117,107.25,47.83,Delivered,2024-03-21,Website
OI000945,O00572,P005,3,699,10,1887.3,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,1887.3,954,933.3,49.45,Delivered,2025-01-19,Mobile App
OI000946,O00573,P024,3,799,15,2037.45,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,2037.45,1116,921.45,45.23,Delivered,2024-08-10,Website
OI000947,O00574,P026,1,449,5,426.55,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,426.55,182,244.55,57.33,Delivered,2024-08-18,Mobile App
OI000948,O00575,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2024-06-25,Website
OI000951,O00577,P001,1,549,10,494.1,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,494.1,247,247.10000000000002,50.01,Delivered,2024-06-28,Website
OI000952,O00578,P025,1,599,10,539.1,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,539.1,266,273.1,50.66,Delivered,2024-06-30,Mobile App
OI000955,O00580,P006,1,599,15,509.15,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,509.15,258,251.14999999999998,49.33,Delivered,2024-06-22,Website
OI000956,O00581,P006,1,599,0,599.0,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,599.0,258,341.0,56.93,Delivered,2024-09-23,Website
OI000957,O00582,P021,1,399,10,359.1,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,359.1,157,202.10000000000002,56.28,Delivered,2024-06-11,Mobile App
OI000958,O00583,P015,1,449,5,426.55,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,426.55,192,234.55,54.99,Delivered,2024-01-13,Marketplace
OI000960,O00585,P022,1,499,5,474.05,Multi-Peptide Eye Cream,Eye Care,Mature / Dry,499,218,281,56.31,474.05,218,256.05,54.01,Delivered,2024-05-02,Marketplace
OI000961,O00585,P023,1,499,10,449.1,Anti-Dandruff Shampoo,Hair Care,Scalp Care,499,221,278,55.71,449.1,221,228.10000000000002,50.79,Delivered,2024-05-02,Marketplace
OI000962,O00585,P020,1,349,0,349.0,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,349.0,139,210.0,60.17,Delivered,2024-05-02,Marketplace
OI000963,O00586,P018,1,349,10,314.1,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,314.1,143,171.10000000000002,54.47,Delivered,2024-03-22,Website
OI000964,O00587,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2024-02-11,Mobile App
OI000965,O00587,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2024-02-11,Mobile App
OI000966,O00588,P010,1,399,0,399.0,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,399.0,162,237.0,59.4,Delivered,2025-07-03,Website
OI000969,O00590,P007,1,699,10,629.1,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,629.1,322,307.1,48.82,Delivered,2024-10-04,Website
OI000970,O00590,P024,1,799,10,719.1,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,719.1,372,347.1,48.27,Delivered,2024-10-04,Website
OI000971,O00590,P006,3,599,20,1437.6,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,1437.6,774,663.5999999999999,46.16,Delivered,2024-10-04,Website
OI000972,O00591,P016,2,299,0,598.0,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,598.0,234,364.0,60.87,Delivered,2024-03-08,Mobile App
OI000974,O00593,P007,1,699,15,594.15,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,594.15,322,272.15,45.8,Delivered,2025-03-02,Website
OI000975,O00593,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2025-03-02,Website
OI000976,O00593,P008,1,799,5,759.05,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,759.05,358,401.04999999999995,52.84,Delivered,2025-03-02,Website
OI000977,O00594,P007,1,699,15,594.15,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,594.15,322,272.15,45.8,Delivered,2025-04-12,Website
OI000978,O00594,P009,1,349,10,314.1,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,314.1,145,169.10000000000002,53.84,Delivered,2025-04-12,Website
OI000982,O00596,P007,1,699,0,699.0,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,699.0,322,377.0,53.93,Delivered,2024-03-16,Website
OI000983,O00597,P002,1,599,5,569.05,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,569.05,265,304.04999999999995,53.43,Delivered,2025-11-07,Website
OI000984,O00597,P020,2,349,20,558.4,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,558.4,278,280.4,50.21,Delivered,2025-11-07,Website
OI000985,O00598,P006,1,599,0,599.0,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,599.0,258,341.0,56.93,Delivered,2024-11-24,Mobile App
OI000986,O00598,P018,1,349,5,331.55,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,331.55,143,188.55,56.87,Delivered,2024-11-24,Mobile App
OI000990,O00601,P016,1,299,5,284.05,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,284.05,117,167.05,58.81,Delivered,2025-12-01,Mobile App
OI000991,O00601,P002,1,599,15,509.15,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,509.15,265,244.14999999999998,47.95,Delivered,2025-12-01,Mobile App
OI000992,O00602,P005,1,699,5,664.05,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,664.05,318,346.04999999999995,52.11,Delivered,2025-09-30,Website
OI000993,O00603,P023,1,499,25,374.25,Anti-Dandruff Shampoo,Hair Care,Scalp Care,499,221,278,55.71,374.25,221,153.25,40.95,Delivered,2024-07-12,Website
OI000994,O00603,P019,1,399,5,379.05,PHA 3% Alcohol-Free Toner,Toner,Sensitive,399,166,233,58.4,379.05,166,213.05,56.21,Delivered,2024-07-12,Website
OI000995,O00604,P027,1,399,20,319.2,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,319.2,159,160.2,50.19,Delivered,2024-08-10,Marketplace
OI000996,O00605,P012,1,449,20,359.2,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,359.2,197,162.2,45.16,Delivered,2025-01-24,Website
OI000997,O00605,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2025-01-24,Website
OI000998,O00606,P010,1,399,20,319.2,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,319.2,162,157.2,49.25,Delivered,2025-05-04,Website
OI000999,O00606,P023,2,499,5,948.1,Anti-Dandruff Shampoo,Hair Care,Scalp Care,499,221,278,55.71,948.1,442,506.1,53.38,Delivered,2025-05-04,Website
OI001001,O00608,P003,1,699,10,629.1,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,629.1,315,314.1,49.93,Delivered,2025-06-15,Website
OI001002,O00608,P004,2,649,5,1233.1,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,1233.1,584,649.0999999999999,52.64,Delivered,2025-06-15,Website
OI001003,O00608,P012,1,449,15,381.65,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,381.65,197,184.64999999999998,48.38,Delivered,2025-06-15,Website
OI001004,O00609,P004,1,649,20,519.2,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,519.2,292,227.20000000000005,43.76,Delivered,2024-05-27,Mobile App
OI001006,O00611,P014,1,499,15,424.15,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,424.15,211,213.14999999999998,50.25,Delivered,2025-01-09,Website
OI001007,O00611,P003,1,699,10,629.1,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,629.1,315,314.1,49.93,Delivered,2025-01-09,Website
OI001008,O00612,P016,1,299,0,299.0,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,299.0,117,182.0,60.87,Delivered,2024-10-26,Website
OI001009,O00612,P012,1,449,10,404.1,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,404.1,197,207.10000000000002,51.25,Delivered,2024-10-26,Website
OI001010,O00612,P014,1,499,20,399.2,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,399.2,211,188.2,47.14,Delivered,2024-10-26,Website
OI001011,O00612,P024,1,799,20,639.2,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,639.2,372,267.20000000000005,41.8,Delivered,2024-10-26,Website
OI001012,O00613,P004,1,649,25,486.75,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,486.75,292,194.75,40.01,Delivered,2024-10-24,Website
OI001013,O00613,P024,1,799,5,759.05,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,759.05,372,387.04999999999995,50.99,Delivered,2024-10-24,Website
OI001014,O00613,P028,1,249,15,211.65,Lip Balm SPF 30,Lip Care,All Skin Types,249,92,157,63.05,211.65,92,119.65,56.53,Delivered,2024-10-24,Website
OI001015,O00614,P011,2,349,15,593.3,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,593.3,296,297.29999999999995,50.11,Delivered,2024-12-11,Mobile App
OI001016,O00614,P002,1,599,15,509.15,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,509.15,265,244.14999999999998,47.95,Delivered,2024-12-11,Mobile App
OI001017,O00615,P026,3,449,25,1010.25,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,1010.25,546,464.25,45.95,Delivered,2025-10-19,Website
OI001021,O00618,P013,1,399,20,319.2,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,319.2,168,151.2,47.37,Delivered,2025-05-02,Website
OI001022,O00619,P016,1,299,15,254.15,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,254.15,117,137.15,53.96,Delivered,2024-06-13,Website
OI001023,O00619,P009,1,349,25,261.75,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,261.75,145,116.75,44.6,Delivered,2024-06-13,Website
OI001024,O00620,P015,1,449,10,404.1,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,404.1,192,212.10000000000002,52.49,Delivered,2024-10-09,Website
OI001027,O00622,P009,1,349,15,296.65,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,296.65,145,151.64999999999998,51.12,Delivered,2024-10-25,Mobile App
OI001028,O00622,P024,3,799,5,2277.15,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,2277.15,1116,1161.15,50.99,Delivered,2024-10-25,Mobile App
OI001029,O00623,P009,1,349,15,296.65,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,296.65,145,151.64999999999998,51.12,Delivered,2024-10-09,Mobile App
OI001030,O00624,P022,1,499,20,399.2,Multi-Peptide Eye Cream,Eye Care,Mature / Dry,499,218,281,56.31,399.2,218,181.2,45.39,Delivered,2025-03-20,Mobile App
OI001031,O00624,P009,1,349,10,314.1,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,314.1,145,169.10000000000002,53.84,Delivered,2025-03-20,Mobile App
OI001032,O00625,P025,1,599,15,509.15,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,509.15,266,243.14999999999998,47.76,Delivered,2024-04-10,Website
OI001033,O00625,P010,1,399,15,339.15,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,339.15,162,177.14999999999998,52.23,Delivered,2024-04-10,Website
OI001034,O00626,P001,1,549,20,439.2,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,439.2,247,192.2,43.76,Delivered,2024-02-08,Mobile App
OI001035,O00626,P013,1,399,20,319.2,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,319.2,168,151.2,47.37,Delivered,2024-02-08,Mobile App
OI001036,O00627,P020,1,349,15,296.65,Rose Water Hydrating Toner,Toner,All Skin Types,349,139,210,60.17,296.65,139,157.64999999999998,53.14,Delivered,2024-09-16,Marketplace
OI001037,O00628,P021,2,399,20,638.4,Caffeine Under Eye Cream,Eye Care,All Skin Types,399,157,242,60.65,638.4,314,324.4,50.81,Delivered,2025-07-25,Website
OI001038,O00629,P015,1,449,15,381.65,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,381.65,192,189.64999999999998,49.69,Delivered,2024-08-21,Website
OI001040,O00631,P009,2,349,0,698.0,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,698.0,290,408.0,58.45,Delivered,2025-08-20,Mobile App
OI001041,O00632,P013,1,399,5,379.05,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,379.05,168,211.05,55.68,Delivered,2025-09-20,Website
OI001042,O00633,P027,2,399,10,718.2,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,718.2,318,400.20000000000005,55.72,Delivered,2024-09-08,Website
OI001050,O00636,P010,1,399,0,399.0,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,399.0,162,237.0,59.4,Delivered,2025-07-21,Mobile App
OI001051,O00637,P018,1,349,20,279.2,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,279.2,143,136.2,48.78,Delivered,2025-10-20,Mobile App
OI001052,O00637,P017,3,299,5,852.15,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,852.15,363,489.15,57.4,Delivered,2025-10-20,Mobile App
OI001053,O00637,P012,1,449,10,404.1,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,404.1,197,207.10000000000002,51.25,Delivered,2025-10-20,Mobile App
OI001054,O00638,P018,1,349,15,296.65,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,296.65,143,153.64999999999998,51.8,Delivered,2025-08-20,Marketplace
OI001055,O00639,P004,1,649,10,584.1,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,584.1,292,292.1,50.01,Delivered,2024-06-14,Mobile App
OI001056,O00640,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2025-02-21,Website
OI001057,O00641,P028,1,249,0,249.0,Lip Balm SPF 30,Lip Care,All Skin Types,249,92,157,63.05,249.0,92,157.0,63.05,Delivered,2024-03-24,Website
OI001058,O00641,P002,3,599,10,1617.3,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,1617.3,795,822.3,50.84,Delivered,2024-03-24,Website
OI001064,O00645,P003,1,699,5,664.05,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,664.05,315,349.04999999999995,52.56,Delivered,2024-08-17,Mobile App
OI001065,O00645,P012,1,449,10,404.1,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,404.1,197,207.10000000000002,51.25,Delivered,2024-08-17,Mobile App
OI001066,O00646,P012,1,449,10,404.1,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,404.1,197,207.10000000000002,51.25,Delivered,2024-07-21,Website
OI001067,O00647,P007,1,699,10,629.1,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,629.1,322,307.1,48.82,Delivered,2024-10-21,Website
OI001068,O00647,P014,1,499,10,449.1,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,449.1,211,238.10000000000002,53.02,Delivered,2024-10-21,Website
OI001069,O00647,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2024-10-21,Website
OI001070,O00648,P017,2,299,0,598.0,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,598.0,242,356.0,59.53,Delivered,2025-12-01,Website
OI001071,O00649,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2024-07-27,Website
OI001073,O00651,P016,1,299,15,254.15,Salicylic Acid Face Cleanser,Cleanser,Oily / Acne-Prone,299,117,182,60.87,254.15,117,137.15,53.96,Delivered,2025-03-08,Website
OI001074,O00651,P025,1,599,15,509.15,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,509.15,266,243.14999999999998,47.76,Delivered,2025-03-08,Website
OI001075,O00651,P010,1,399,15,339.15,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,339.15,162,177.14999999999998,52.23,Delivered,2025-03-08,Website
OI001076,O00652,P002,1,599,15,509.15,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,509.15,265,244.14999999999998,47.95,Delivered,2025-11-09,Website
OI001077,O00652,P013,2,399,15,678.3,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,678.3,336,342.29999999999995,50.46,Delivered,2025-11-09,Website
OI001078,O00653,P023,1,499,10,449.1,Anti-Dandruff Shampoo,Hair Care,Scalp Care,499,221,278,55.71,449.1,221,228.10000000000002,50.79,Delivered,2024-04-21,Website
OI001079,O00654,P004,1,649,0,649.0,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,649.0,292,357.0,55.01,Delivered,2024-03-26,Mobile App
OI001080,O00655,P005,1,699,5,664.05,Retinol 0.3% Face Serum,Serum,Normal / Dry,699,318,381,54.51,664.05,318,346.04999999999995,52.11,Delivered,2024-01-15,Marketplace
OI001081,O00656,P022,1,499,5,474.05,Multi-Peptide Eye Cream,Eye Care,Mature / Dry,499,218,281,56.31,474.05,218,256.05,54.01,Delivered,2024-07-07,Website
OI001082,O00657,P026,1,449,0,449.0,Body Lotion with Niacinamide,Body Care,All Skin Types,449,182,267,59.47,449.0,182,267.0,59.47,Delivered,2024-04-24,Mobile App
OI001083,O00658,P011,1,349,15,296.65,Sepicalm 3% Moisturizer,Moisturizer,Sensitive,349,148,201,57.59,296.65,148,148.64999999999998,50.11,Delivered,2024-11-01,Website
OI001084,O00658,P014,1,499,20,399.2,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,399.2,211,188.2,47.14,Delivered,2024-11-01,Website
OI001086,O00660,P024,1,799,10,719.1,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,719.1,372,347.1,48.27,Delivered,2024-08-20,Website
OI001087,O00661,P014,1,499,15,424.15,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,424.15,211,213.14999999999998,50.25,Delivered,2024-11-29,Website
OI001088,O00661,P027,1,399,10,359.1,Body Wash with Salicylic Acid,Body Care,Oily / Acne-Prone,399,159,240,60.15,359.1,159,200.10000000000002,55.72,Delivered,2024-11-29,Website
OI001089,O00662,P025,2,599,20,958.4,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,958.4,532,426.4,44.49,Delivered,2025-10-21,Website
OI001090,O00663,P013,1,399,25,299.25,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,299.25,168,131.25,43.86,Delivered,2025-01-28,Website
OI001091,O00664,P015,1,449,10,404.1,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,404.1,192,212.10000000000002,52.49,Delivered,2025-02-25,Mobile App
OI001092,O00665,P018,2,349,5,663.1,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,663.1,286,377.1,56.87,Delivered,2024-08-10,Marketplace
OI001093,O00666,P025,1,599,10,539.1,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,539.1,266,273.1,50.66,Delivered,2025-04-02,Website
OI001094,O00666,P004,1,649,0,649.0,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,649.0,292,357.0,55.01,Delivered,2025-04-02,Website
OI001095,O00667,P002,1,599,10,539.1,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,539.1,265,274.1,50.84,Delivered,2025-12-07,Marketplace
OI001096,O00667,P001,1,549,10,494.1,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,494.1,247,247.10000000000002,50.01,Delivered,2025-12-07,Marketplace
OI001097,O00667,P024,3,799,5,2277.15,Hair Growth Actives Serum,Hair Care,Scalp Care,799,372,427,53.44,2277.15,1116,1161.15,50.99,Delivered,2025-12-07,Marketplace
OI001102,O00669,P001,1,549,15,466.65,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,466.65,247,219.64999999999998,47.07,Delivered,2024-06-22,Marketplace
OI001103,O00669,P008,1,799,25,599.25,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,599.25,358,241.25,40.26,Delivered,2024-06-22,Marketplace
OI001104,O00669,P004,1,649,5,616.55,Alpha Arbutin 2% Serum,Serum,All Skin Types,649,292,357,55.01,616.55,292,324.54999999999995,52.64,Delivered,2024-06-22,Marketplace
OI001105,O00670,P014,1,499,0,499.0,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,499.0,211,288.0,57.72,Delivered,2024-03-23,Marketplace
OI001106,O00671,P017,1,299,20,239.2,Oat Extract Gentle Cleanser,Cleanser,Sensitive / Dry,299,121,178,59.53,239.2,121,118.19999999999999,49.41,Delivered,2025-06-08,Website
OI001107,O00671,P013,2,399,0,798.0,SPF 50 Sunscreen,Sunscreen,All Skin Types,399,168,231,57.89,798.0,336,462.0,57.89,Delivered,2025-06-08,Website
OI001108,O00671,P012,1,449,5,426.55,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,426.55,197,229.55,53.82,Delivered,2025-06-08,Website
OI001109,O00672,P018,1,349,5,331.55,Glycolic Acid Face Cleanser,Cleanser,Normal / Oily,349,143,206,59.03,331.55,143,188.55,56.87,Delivered,2024-08-12,Website
OI001110,O00673,P003,2,699,20,1118.4,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,1118.4,630,488.4000000000001,43.67,Delivered,2025-04-16,Mobile App
OI001111,O00674,P015,1,449,15,381.65,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,381.65,192,189.64999999999998,49.69,Delivered,2024-01-04,Mobile App
OI001112,O00675,P001,1,549,0,549.0,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,549.0,247,302.0,55.01,Delivered,2025-04-25,Website
OI001113,O00676,P015,1,449,10,404.1,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,404.1,192,212.10000000000002,52.49,Delivered,2024-08-13,Marketplace
OI001115,O00678,P025,1,599,15,509.15,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,509.15,266,243.14999999999998,47.76,Delivered,2025-10-22,Website
OI001116,O00678,P009,1,349,5,331.55,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,331.55,145,186.55,56.27,Delivered,2025-10-22,Website
OI001118,O00680,P003,1,699,25,524.25,Vitamin C 10% Face Serum,Serum,All Skin Types,699,315,384,54.94,524.25,315,209.25,39.91,Delivered,2025-04-20,Website
OI001119,O00681,P001,1,549,5,521.55,2% Salicylic Acid Face Serum,Serum,Oily / Acne-Prone,549,247,302,55.01,521.55,247,274.54999999999995,52.64,Delivered,2024-10-25,Website
OI001121,O00683,P014,1,499,5,474.05,SPF 60 PA++++ Sunscreen,Sunscreen,All Skin Types,499,211,288,57.72,474.05,211,263.05,55.49,Delivered,2024-11-11,Mobile App
OI001122,O00683,P012,1,449,0,449.0,Marula Oil 5% Moisturizer,Moisturizer,Dry,449,197,252,56.12,449.0,197,252.0,56.12,Delivered,2024-11-11,Mobile App
OI001123,O00684,P025,1,599,5,569.05,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,569.05,266,303.04999999999995,53.26,Delivered,2025-04-02,Mobile App
OI001124,O00684,P015,1,449,15,381.65,Aqualogica Lightweight Sunscreen,Sunscreen,Oily / Combination,449,192,257,57.24,381.65,192,189.64999999999998,49.69,Delivered,2025-04-02,Mobile App
OI001125,O00684,P025,1,599,20,479.2,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,479.2,266,213.2,44.49,Delivered,2025-04-02,Mobile App
OI001126,O00685,P025,2,599,5,1138.1,Bond Repair Shampoo,Hair Care,Hair Care,599,266,333,55.59,1138.1,532,606.0999999999999,53.26,Delivered,2024-08-22,Website
OI001127,O00685,P008,1,799,5,759.05,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,759.05,358,401.04999999999995,52.84,Delivered,2024-08-22,Website
OI001128,O00686,P002,1,599,5,569.05,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,569.05,265,304.04999999999995,53.43,Delivered,2025-01-24,Website
OI001129,O00686,P006,2,599,10,1078.2,Hyaluronic Acid 2% Serum,Serum,Dry / Dehydrated,599,258,341,56.93,1078.2,516,562.2,52.14,Delivered,2025-01-24,Website
OI001130,O00687,P007,2,699,10,1258.2,AHA BHA 10% Exfoliating Serum,Serum,Oily / Combination,699,322,377,53.93,1258.2,644,614.2,48.82,Delivered,2025-07-03,Marketplace
OI001131,O00687,P002,1,599,5,569.05,10% Niacinamide Face Serum,Serum,Oily / Combination,599,265,334,55.76,569.05,265,304.04999999999995,53.43,Delivered,2025-07-03,Marketplace
OI001132,O00688,P010,1,399,25,299.25,Vitamin B5 Moisturizer,Moisturizer,All Skin Types,399,162,237,59.4,299.25,162,137.25,45.86,Delivered,2024-01-12,Website
OI001133,O00688,P009,1,349,5,331.55,Ceramide Moisturizer,Moisturizer,Dry / Sensitive,349,145,204,58.45,331.55,145,186.55,56.27,Delivered,2024-01-12,Website
OI001134,O00689,P008,1,799,5,759.05,Granactive Retinoid 2% Serum,Serum,Normal / Mature,799,358,441,55.19,759.05,358,401.04999999999995,52.84,Delivered,2024-10-07,Website
